,Train Loss,Val Loss,Train Acc,Val Acc
0,1.1853011713727661,0.6685841083526611,0.5398773006134969,0.6771117166212534
1,1.117789713098951,0.6660655736923218,0.5586230402181322,0.6880108991825613
2,1.067738373156475,0.6622059941291809,0.5681663258350375,0.6920980926430518
3,1.0534795652265134,0.6615684628486633,0.5657805044308112,0.6961852861035422
4,1.0306296698425128,0.6547881364822388,0.5841854124062713,0.6948228882833788
5,0.9765521334889142,0.6593011617660522,0.5855487389229721,0.6961852861035422
6,0.9833780222612879,0.6536788940429688,0.5950920245398773,0.6975476839237057
7,0.9987662190004535,0.6463283896446228,0.5824812542603953,0.7016348773841962
8,0.9670950452918592,0.6439849138259888,0.5886162235855488,0.6989100817438693
9,0.9489036138452913,0.6442159414291382,0.5858895705521472,0.7016348773841962
10,0.9823247851884883,0.6392912268638611,0.5899795501022495,0.7029972752043597
11,0.9015157958087714,0.6410219073295593,0.6012269938650306,0.7002724795640327
12,0.8923395075227903,0.6423814296722412,0.6008861622358554,0.6989100817438693
13,0.9191947845013245,0.6388474106788635,0.598159509202454,0.7016348773841962
14,0.9163160537895949,0.6345980763435364,0.6080436264485344,0.7002724795640327
15,0.9201445713963198,0.6365513205528259,0.6022494887525562,0.7029972752043597
