,Train Loss,Val Loss,Train Acc,Val Acc
0,0.7074450954147007,0.6910712718963623,0.4318336741649625,0.6212534059945504
1,0.6772400399912959,0.6533939838409424,0.5961145194274029,0.6920980926430518
2,0.6491024442341017,0.6318389177322388,0.6704158145875937,0.6920980926430518
3,0.6384165753488955,0.619968831539154,0.6710974778459441,0.6920980926430518
4,0.626920144195142,0.6108327507972717,0.6717791411042945,0.6920980926430518
5,0.6186839095924211,0.6027504205703735,0.6710974778459441,0.6920980926430518
6,0.6105398263620294,0.5953050851821899,0.6704158145875937,0.6920980926430518
7,0.6011279873226,0.5888223052024841,0.6707566462167689,0.6920980926430518
8,0.5963713176872419,0.582086980342865,0.6721199727334697,0.6920980926430518
9,0.5876336816860281,0.5753574371337891,0.6758691206543967,0.6920980926430518
