,Train Loss,Val Loss,Train Acc,Val Acc
0,0.6383744478225708,0.6220965385437012,0.6700749829584185,0.6920980926430518
1,0.633390820544699,0.6188313961029053,0.6700749829584185,0.6920980926430518
2,0.6317517692628114,0.6141864061355591,0.6700749829584185,0.6920980926430518
3,0.6231393438318501,0.6066992282867432,0.6707566462167689,0.6920980926430518
4,0.6123738625775212,0.5969684720039368,0.6724608043626449,0.6934604904632152
5,0.5977228413457456,0.5850704312324524,0.6802999318336742,0.7057220708446866
6,0.5866585309090822,0.5751880407333374,0.7024539877300614,0.7166212534059946
7,0.5683739042800405,0.5640164613723755,0.7229038854805726,0.7343324250681199
8,0.5577507738185965,0.5557255744934082,0.7385821404226313,0.7356948228882834
9,0.5440266994030579,0.5499802827835083,0.7569870483980914,0.7411444141689373
10,0.5320630922265674,0.5450853705406189,0.765507839127471,0.7425068119891008
11,0.5178171836811564,0.5387043952941895,0.7798227675528289,0.7479564032697548
12,0.5109930213378824,0.5351101160049438,0.7815269256987049,0.7506811989100818
13,0.49991727004880493,0.5307331085205078,0.7951601908657123,0.7506811989100818
14,0.4849977901448374,0.5266301035881042,0.8040218132242672,0.7534059945504087
15,0.47411030271778937,0.5231800675392151,0.8104976141785958,0.7588555858310627
16,0.4603153680977614,0.5204960703849792,0.8282208588957055,0.7602179836512262
17,0.4507598138373831,0.5189219117164612,0.821745057941377,0.7615803814713896
18,0.44234062666478363,0.5165116190910339,0.8299250170415815,0.7588555858310627
19,0.43531147228634876,0.514581561088562,0.8360599863667348,0.7615803814713896
20,0.42305275668268616,0.5133249759674072,0.8425357873210634,0.7602179836512262
21,0.41354237302489905,0.5122605562210083,0.8452624403544649,0.7670299727520435
22,0.397045875373094,0.5113018751144409,0.8541240627130198,0.7643051771117166
23,0.39629014160322107,0.5114980340003967,0.8554873892297206,0.7683923705722071
24,0.3781290157981541,0.5103527903556824,0.8718473074301295,0.7588555858310627
25,0.37185993790626526,0.5111149549484253,0.869120654396728,0.7670299727520435
26,0.3680188059806824,0.5109929442405701,0.8694614860259032,0.7656675749318801
27,0.3559772048307502,0.511664092540741,0.8776414451261078,0.7656675749318801
28,0.34748727860658063,0.5128846764564514,0.8810497614178596,0.7697547683923706
29,0.34077474410119263,0.5121476054191589,0.8868438991138378,0.7697547683923706
