,Train Loss,Val Loss,Train Acc,Val Acc
0,1.3515860796298669,0.6488736271858215,0.5167007498295841,0.6852861035422343
1,0.9417236434376758,0.633720874786377,0.5967961826857532,0.6893732970027248
2,0.8315121793876523,0.6227583885192871,0.610770279481936,0.6934604904632152
3,0.780274398624897,0.612760066986084,0.6370143149284253,0.7002724795640327
4,0.7859450894529405,0.6055426001548767,0.6250852079072938,0.7043596730245232
5,0.7551019293782504,0.5891856551170349,0.623721881390593,0.7111716621253406
6,0.7250173248998497,0.5778236985206604,0.6499659168370825,0.7070844686648501
7,0.6836551879735097,0.5683959126472473,0.6717791411042945,0.7111716621253406
8,0.6723906222082998,0.5706163644790649,0.674505794137696,0.7125340599455041
9,0.6555662184305813,0.5669102668762207,0.6884798909338786,0.720708446866485
