,Train Loss,Val Loss,Train Acc,Val Acc
0,1.370613025582355,0.945611298084259,0.456373551465576,0.3079019073569482
1,1.4156644992206409,0.9392566084861755,0.42569870483980915,0.3079019073569482
2,1.3282208539869473,0.9328258037567139,0.45330606680299934,0.3079019073569482
3,1.2882047509369643,0.9264307618141174,0.4591002044989775,0.3079019073569482
4,1.3203065304652504,0.9199190735816956,0.45739604635310155,0.3079019073569482
5,1.3505479201026585,0.913359522819519,0.4396728016359918,0.3079019073569482
6,1.3361633381117946,0.9066042304039001,0.43694614860259035,0.3079019073569482
7,1.29158848264943,0.8998637795448303,0.461826857532379,0.3079019073569482
8,1.2995434630176295,0.8927745223045349,0.461826857532379,0.3079019073569482
9,1.2734392881393433,0.8855591416358948,0.4662576687116564,0.3079019073569482
