,Train Loss,Val Loss,Train Acc,Val Acc
0,0.5976705883184205,0.43892979621887207,0.6901840490797546,0.7983651226158038
1,0.40923251823076734,0.4781359136104584,0.8224267211997274,0.8269754768392371
2,0.2473352713555948,0.8243933916091919,0.9229720518064076,0.779291553133515
3,0.1540389631883717,0.8921675682067871,0.9570552147239264,0.8065395095367848
4,0.11777854821285354,0.9446657299995422,0.9717109747784595,0.7942779291553134
